,Unnamed: 0,d1,d2,type,split,smiles1,smiles2
24607,24608,DB00814,DB04951,25,training,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24608,24609,DB00573,DB04951,25,training,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24609,24610,DB00749,DB04951,25,training,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24612,24613,DB04743,DB04951,25,training,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24613,24614,DB00963,DB04951,25,training,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24615,24616,DB01435,DB04951,25,training,CN1N(C(=O)C=C1C)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24616,24617,DB00870,DB04951,25,training,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24617,24618,DB00374,DB04951,25,training,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24618,24619,DB00784,DB04951,25,training,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24619,24620,DB08976,DB04951,25,training,OC[C@@H](O)COC(=O)C1=C(NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F)C=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24620,24621,DB02709,DB04951,25,training,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24623,24624,DB09167,DB04951,9,training,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24624,24625,DB06802,DB04951,25,training,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24625,24626,DB00469,DB04951,25,training,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24626,24627,DB00328,DB04951,25,training,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24627,24628,DB00179,DB04951,25,training,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24628,24629,DB00945,DB04951,25,training,CC(=O)OC1=CC=CC=C1C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24629,24630,DB00768,DB04951,25,training,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24633,24634,DB00712,DB04951,25,training,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24634,24635,DB00465,DB04951,25,training,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24635,24636,DB00461,DB04951,25,training,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24637,24638,DB01628,DB04951,25,training,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24638,24639,DB00208,DB04951,9,training,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24639,24640,DB01397,DB04951,25,training,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24641,24642,DB00554,DB04951,25,training,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24643,24644,DB00939,DB04951,25,training,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24645,24646,DB00605,DB04951,25,training,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24648,24649,DB00735,DB04951,25,training,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24649,24650,DB00608,DB04951,25,training,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24650,24651,DB00500,DB04951,25,training,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24651,24652,DB00861,DB04951,25,training,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24652,24653,DB00991,DB04951,25,training,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24654,24655,DB00215,DB04951,9,training,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24655,24656,DB12332,DB04951,9,training,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24656,24657,DB00257,DB04951,9,training,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24657,24658,DB06595,DB04951,9,training,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24662,24663,DB09198,DB04951,9,training,COC1=CC=C(OC2=NC=NC(=C2)N(C)CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24663,24664,DB00207,DB04951,9,training,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24665,24666,DB00281,DB04951,9,training,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24668,24669,DB09292,DB04951,25,training,[H][C@@](CC1=CC=C(C=C1)C1=CC=CC=C1)(C[C@@]([H])(C)C(=O)OCC)NC(=O)CCC(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24669,24670,DB00966,DB04951,25,training,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24672,24673,DB00275,DB04951,25,training,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24674,24675,DB00584,DB04951,25,training,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24675,24676,DB00876,DB04951,25,training,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24676,24677,DB01229,DB04951,25,training,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24677,24678,DB09477,DB04951,25,training,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24678,24679,DB00177,DB04951,25,training,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24679,24680,DB09279,DB04951,25,training,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24683,24684,DB00519,DB04951,25,training,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24684,24685,DB01029,DB04951,25,training,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24685,24686,DB00678,DB04951,25,training,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24686,24687,DB00790,DB04951,25,training,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24687,24688,DB00178,DB04951,25,training,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24689,24690,DB00881,DB04951,25,training,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24690,24691,DB01656,DB04951,68,training,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24694,24695,DB00379,DB04951,9,training,CC(N)COC1=C(C)C=CC=C1C,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24695,24696,DB06290,DB04951,9,training,[H]\C1=C([H])\[C@]2([H])C[C@]2(N=C(O)[C@]2([H])C[C@]([H])(C[C@@]2([H])C(=O)N(C)CCCC1)OC1=C2C=CC(OC)=C(C)C2=NC(=C1)C1=NC(=CS1)C(C)C)C(O)=NS(=O)(=O)C1CC1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24696,24697,DB00201,DB04951,9,training,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24697,24698,DB01348,DB04951,25,training,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24699,24700,DB01349,DB04951,25,training,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24700,24701,DB09295,DB04951,25,training,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=CC=CC=C23)=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24701,24702,DB09214,DB04951,25,training,[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24703,24704,DB09285,DB04951,25,training,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OCCN2CCOCC2)=CC=C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24704,24705,DB01396,DB04951,16,training,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24705,24706,DB01078,DB04951,16,training,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24707,24708,DB01092,DB04951,16,training,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24709,24710,DB12364,DB04951,26,training,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
24711,24712,DB00821,DB00655,25,training,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24715,24716,DB01370,DB00655,3,training,[Al],[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24719,24720,DB13595,DB00655,3,training,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24720,24721,DB09281,DB00655,3,training,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24722,24723,DB01390,DB00655,3,training,[Na+].OC([O-])=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24726,24727,DB00252,DB00655,6,training,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24727,24728,DB01045,DB00655,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24728,24729,DB01320,DB00655,6,training,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24729,24730,DB00564,DB00655,6,training,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24730,24731,DB00794,DB00655,6,training,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24731,24732,DB01174,DB00655,6,training,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24732,24733,DB00312,DB00655,6,training,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24733,24734,DB00238,DB00655,6,training,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24734,24735,DB01201,DB00655,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24735,24736,DB00673,DB00655,9,training,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24738,24739,DB09280,DB00655,8,training,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24741,24742,DB01118,DB00655,5,training,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24742,24743,DB00688,DB00655,25,training,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24743,24744,DB00233,DB00655,25,training,NC1=CC(O)=C(C=C1)C(O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24745,24746,DB00972,DB00655,25,training,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24746,24747,DB06736,DB00655,25,training,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24747,24748,DB06739,DB00655,25,training,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24748,24749,DB00812,DB00655,25,training,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24749,24750,DB09218,DB00655,25,training,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24751,24752,DB00814,DB00655,25,training,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24752,24753,DB05676,DB00655,25,training,[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24753,24754,DB00573,DB00655,25,training,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24754,24755,DB04951,DB00655,25,training,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24757,24758,DB00744,DB00655,25,training,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24760,24761,DB00254,DB00655,5,training,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24761,24762,DB01399,DB00655,25,training,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24763,24764,DB00870,DB00655,25,training,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24768,24769,DB06737,DB00655,25,training,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24770,24771,DB02709,DB00655,25,training,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24771,24772,DB04552,DB00655,25,training,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24772,24773,DB09543,DB00655,25,training,COC(=O)C1=CC=CC=C1O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24773,24774,DB07615,DB00655,25,training,COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24774,24775,DB00795,DB00655,25,training,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24775,24776,DB01097,DB00655,5,training,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24777,24778,DB06802,DB00655,25,training,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24779,24780,DB00328,DB00655,25,training,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24783,24784,DB09215,DB00655,25,training,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24784,24785,DB00768,DB00655,25,training,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24788,24789,DB08797,DB00655,25,training,NC(=O)C1=CC=CC=C1O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24789,24790,DB01050,DB00655,25,training,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24790,24791,DB13167,DB00655,25,training,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24792,24793,DB01014,DB00655,25,training,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24793,24794,DB06196,DB00655,25,training,[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
24794,24795,DB00712,DB00655,25,training,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
